"","onset","terminus","vertex.id","onset.censored","terminus.censored","duration"
"1",2014.4,2021.3,1,FALSE,FALSE,81
"2",2014.2,2021.3,2,FALSE,FALSE,87
"3",2008.2,2021.3,3,FALSE,FALSE,157
"4",1984.4,2021.3,4,FALSE,FALSE,440
"5",2012.2,2021.3,5,FALSE,FALSE,110
"6",1958.1,2021.3,6,FALSE,FALSE,763
"7",2009.3,2021.3,7,FALSE,FALSE,144
"8",1993.3,2021.3,8,FALSE,FALSE,337
"9",1914.1,2021.3,9,FALSE,FALSE,1291
"10",1929.1,2021.3,10,FALSE,FALSE,1111
"11",1932.1,2021.3,11,FALSE,FALSE,1075
"12",1967.1,2021.3,12,FALSE,FALSE,655
"13",1987.1,2021.3,13,FALSE,FALSE,413
"14",2001.2,2021.3,14,FALSE,FALSE,244
"15",2017.3,2021.3,15,FALSE,FALSE,47
"16",2014.4,2021.3,16,FALSE,FALSE,79
"17",2015.4,2021.3,17,FALSE,FALSE,68
"18",2019.4,2021.3,18,FALSE,FALSE,20
"19",2012.4,2021.3,19,FALSE,FALSE,104
"20",1998.1,2021.3,20,FALSE,FALSE,280
"21",2011.2,2021.3,22,FALSE,FALSE,122
"22",1920.1,2021.3,23,FALSE,FALSE,1217
"23",1992.3,2021.3,24,FALSE,FALSE,348
"24",1981.1,2021.3,25,FALSE,FALSE,485
"25",2014.4,2021.3,26,FALSE,FALSE,79
"26",2012.3,2021.3,27,FALSE,FALSE,107
"27",1986.2,2021.3,28,FALSE,FALSE,422
"28",1992.3,2021.3,29,FALSE,FALSE,349
"29",2004.4,2021.3,30,FALSE,FALSE,200
"30",2007.2,2021.3,31,FALSE,FALSE,171
"31",1985.4,2021.3,32,FALSE,FALSE,429
"32",2012.3,2021.3,33,FALSE,FALSE,107
"33",1993.2,2021.3,34,FALSE,FALSE,340
